command_id,sequence_number,message_id,originator_addr,recipient_addr,short_message,src_ip,src_port,dst_ip,dst_port,timestamp
0x80000015,2437,,,,,35.200.227.177,12028,172.17.0.58,48150,29/06/25 08:02:04
0x80000015,2437,,,,,35.200.227.177,12028,10.51.3.123,48136,29/06/25 08:02:04
0x80000015,2437,,,,,35.200.227.177,12028,172.17.0.58,48136,29/06/25 08:02:04
0x80000015,2437,,,,,35.200.227.177,12028,10.51.3.123,48124,29/06/25 08:02:04
0x80000015,2437,,,,,35.200.227.177,12028,172.17.0.58,48124,29/06/25 08:02:04
0x00000015,2437,,,,,172.17.0.58,48078,35.200.227.177,12028,29/06/25 08:02:04
0x00000015,2437,,,,,10.51.3.123,48078,35.200.227.177,12028,29/06/25 08:02:04
0x00000015,2437,,,,,172.17.0.58,48096,35.200.227.177,12028,29/06/25 08:02:04
0x80000015,2437,,,,,35.200.227.177,12028,10.51.3.123,48078,29/06/25 08:02:04
0x00000015,2437,,,,,10.51.3.123,48096,35.200.227.177,12028,29/06/25 08:02:04
0x80000015,2437,,,,,35.200.227.177,12028,172.17.0.58,48078,29/06/25 08:02:04
0x00000015,2437,,,,,172.17.0.58,48108,35.200.227.177,12028,29/06/25 08:02:04
0x00000015,2437,,,,,10.51.3.123,48108,35.200.227.177,12028,29/06/25 08:02:04
0x80000015,2437,,,,,35.200.227.177,12028,10.51.3.123,48108,29/06/25 08:02:04
0x80000015,2437,,,,,35.200.227.177,12028,172.17.0.58,48108,29/06/25 08:02:04
0x80000015,2437,,,,,35.200.227.177,12028,10.51.3.123,48096,29/06/25 08:02:04
0x80000015,2437,,,,,35.200.227.177,12028,172.17.0.58,48096,29/06/25 08:02:04
0x00000015,2400,,,,,172.17.0.47,57012,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,10.51.3.123,57012,35.200.227.177,14011,29/06/25 08:02:06
0x80000015,2400,,,,,35.200.227.177,14011,10.51.3.123,57012,29/06/25 08:02:06
0x80000015,2400,,,,,35.200.227.177,14011,172.17.0.47,57012,29/06/25 08:02:06
0x00000015,2400,,,,,172.17.0.47,57008,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,10.51.3.123,57008,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,172.17.0.47,57030,35.200.227.177,14011,29/06/25 08:02:06
0x00000015,2400,,,,,10.51.3.123,57030,35.200.227.177,14011,29/06/25 08:02:06
0x80000015,2400,,,,,35.200.227.177,14011,10.51.3.123,57008,29/06/25 08:02:06
0x80000015,2400,,,,,35.200.227.177,14011,172.17.0.47,57008,29/06/25 08:02:06
0x80000015,2400,,,,,35.200.227.177,14011,10.51.3.123,57030,29/06/25 08:02:06
